,cad_ig_oas,us_ig_oas,us_hy_oas,eur_ig_oas,cad_ig_oas_1-5yr,cad_ig_oas_5-10yr,cad_ig_oas_>10yr,cad_ig_oas_fins,cad_ig_oas_industrials,cad_ig_oas_utility,cad_ig_oas_a,cad_ig_oas_bbb,cad_prov_oas,cad_prov_oas_1-5yr,cad_prov_oas_5-10yr,cad_prov_oas_>10yr,cad_prov_cmb,us_ig_oas_aaa,us_ig_oas_aa,us_ig_oas_a,us_ig_oas_bbb,us_ig_oas_1-3yr,us_ig_oas_3-5yr,us_ig_oas_5-7yr,us_ig_oas_7-10yr,us_ig_oas_>10yr,us_ig_oas_industrials,us_ig_oas_uts,us_ig_oas_fins
2003-08-18,74.999854,124.213224,570.863821,14.942962,,,,71.626562,79.702139,45.271777,100.400233,53.594556,,,,,20.140134,38.189721,71.608406,110.272173,169.268407,36.688485,64.910985,70.534671,66.58891,65.640225,134.089158,129.991379,110.45563
2003-08-19,69.982483,123.557367,566.663236,14.630958,,,,64.610579,75.949795,39.415628,95.236775,47.103675,,,,,16.093593,36.768047,70.55241,109.233528,169.117243,35.701099,63.237988,68.550487,65.443882,65.36031,133.782541,131.350385,108.868842
2003-08-20,86.163292,122.052186,548.651606,14.720909,,,,81.496364,91.474654,58.076508,111.686515,66.943646,,,,,32.275038,36.032828,69.583245,108.539058,166.532595,35.769446,62.59339,66.996627,64.124067,64.157564,131.414493,131.399702,108.065133
2003-08-21,87.803091,118.057029,527.730183,14.392408,,,,83.026938,93.103198,60.619631,113.33457,69.176436,,,,,34.674905,34.559154,66.033566,102.950112,161.091154,34.595441,58.335602,63.857692,61.607283,63.675468,128.269598,128.953321,102.640607
2003-08-22,79.077647,118.647366,529.469183,14.613515,,,,73.506897,84.942887,50.917566,103.696024,59.835876,,,,,27.575541,39.106658,68.765862,104.628333,163.181113,35.947056,63.954733,71.106307,67.153334,63.840981,128.912637,129.488643,103.171969
2003-08-25,82.596615,118.584588,521.808634,,,,,77.15573,88.285534,55.511641,107.219141,65.75959,,,,,31.615094,39.193081,68.91384,104.794414,162.661912,35.682904,63.87043,71.150033,67.403096,64.118794,128.720378,129.011075,103.376772
2003-08-26,78.58902,118.699749,523.994115,14.604818,,,,73.750062,84.154281,48.987992,102.871358,59.751983,,,,,26.945795,38.633128,69.027229,104.710918,162.8861,35.733592,63.351025,70.056084,66.870922,64.290486,128.893028,129.350885,103.357496
2003-08-27,86.812609,117.840679,513.224696,14.51031,,,,84.090025,91.122375,57.206427,111.745237,68.252637,,,,,33.69592,37.765267,68.769366,104.203674,161.268823,35.501319,62.148156,68.580031,65.734287,64.067503,128.174474,125.022854,103.140864
2003-08-28,75.045579,117.849763,519.178535,14.507264,,,,69.470717,81.019245,45.813668,98.659011,57.335802,,,,,23.448043,38.568127,69.230499,104.121838,161.593627,35.532512,63.085295,69.952151,66.694443,63.964033,128.068741,126.407478,102.953576
2003-08-29,76.57847,117.906507,512.576142,14.735179,74.455276,65.711495,105.847938,70.537623,82.68614,48.892951,100.161892,59.173893,24.419172,10.275221,20.352448,34.52758,25.704031,37.673891,68.941833,104.608269,161.219627,36.317437,62.33091,68.862976,65.533318,62.507785,125.928311,126.795256,105.684599
2003-09-02,83.030863,114.696768,486.375574,14.46475,,,,75.133937,90.851363,57.785138,108.144639,62.814021,,,,,33.437078,37.269208,68.512544,102.459829,155.978799,36.552824,60.929984,68.236896,64.123734,60.125854,121.387626,124.737276,103.887394
2003-09-03,83.756918,114.72075,484.448068,13.872846,,,,76.99587,90.994298,56.58456,108.591192,67.066479,,,,,33.045049,37.531074,68.691801,102.671801,155.779932,36.319626,61.107002,68.983487,64.415775,60.223139,121.473612,124.101211,103.996957
2003-09-04,72.509242,115.981391,493.253949,13.944526,,,,63.395743,81.432211,44.572786,96.961478,50.7056,,,,,22.845861,36.430595,69.72932,103.198976,158.337561,36.456772,61.296106,67.725665,63.183769,60.083158,123.17669,124.884915,104.81948
2003-09-05,77.917833,117.682693,510.713457,13.951505,,,,69.410425,86.254279,51.693565,102.438664,58.357191,,,,,28.269321,36.918973,70.276912,104.42796,160.733603,36.474418,62.505565,68.791342,64.236161,60.489293,125.360041,126.691212,105.883007
2003-09-08,69.17063,118.825883,504.259065,14.284938,,,,61.084448,77.273037,42.314339,93.573295,46.371743,,,,,21.160927,37.001759,70.906056,105.761122,161.647354,36.537078,62.722394,69.027913,64.779514,60.97958,126.263213,126.982094,107.53092
2003-09-09,76.20719,118.813884,502.334858,14.24147,,,,69.846573,83.148782,49.191288,100.618351,56.198609,,,,,25.484419,37.415624,70.914248,105.592365,161.514658,36.646235,63.484799,69.785608,64.909084,60.59232,126.524709,126.402859,107.315286
2003-09-10,76.191917,118.892939,509.464258,14.30247,,,,69.618178,83.347053,48.491739,100.476638,53.404307,,,,,25.435298,36.715366,70.486522,105.439766,161.833118,36.19572,62.288797,68.9574,64.674401,60.708815,127.011713,127.28646,106.683883
2003-09-11,85.243961,118.313258,503.123077,14.195989,,,,79.983701,91.38558,58.748345,109.609498,65.392518,,,,,33.608685,36.571069,69.894215,105.011944,160.589072,36.013298,62.531871,68.69336,63.870473,60.231591,126.241571,126.79597,106.325692
2003-09-12,75.947,117.327081,509.325065,13.867259,,,,69.137489,83.216531,48.717656,100.112815,53.286922,,,,,25.597658,36.44353,70.741952,103.967367,160.881387,35.632209,61.934487,68.770296,63.823326,60.709321,126.213438,126.874943,103.889697
2003-09-15,78.095869,116.249357,512.467195,14.295965,,,,71.737959,84.953908,51.907754,102.505651,56.412667,,,,,27.865877,36.995263,68.032892,103.432523,157.998466,34.303147,62.474037,69.38952,64.643284,59.453408,123.293164,128.442827,104.48368
2003-09-16,79.66532,116.281813,505.692417,15.317424,,,,73.836593,86.243122,52.683877,104.124908,58.287084,,,,,28.62842,36.468768,68.268423,103.214611,158.121892,34.596581,62.336867,68.370326,63.777002,59.167358,123.320702,128.885717,104.4378
2003-09-17,74.062357,114.78963,506.575051,11.968292,,,,67.370786,81.165276,47.700147,96.996044,54.314917,,,,,24.054555,35.543046,67.735443,101.972192,156.129888,34.254893,60.480429,67.09493,62.669389,58.64136,121.697587,128.585091,102.804826
2003-09-18,78.403023,113.798641,499.306315,14.517057,,,,72.124599,85.268521,51.564907,101.787004,58.141279,,,,,28.156695,35.093152,66.959984,101.084185,154.844263,34.234309,59.711918,66.589392,61.57267,58.187159,120.523779,127.693518,102.011374
2003-09-19,76.932459,112.450102,493.049438,11.694597,,,,70.1033,84.045909,51.377563,99.993536,56.9601,,,,,27.137249,36.401946,65.849115,99.788938,153.390124,34.103957,60.228827,68.273925,62.689871,58.224972,119.363082,126.442752,100.397832
2003-09-22,69.734565,113.65277,489.860953,10.165218,,,,61.272729,77.976053,44.025497,92.352721,49.153751,,,,,22.288809,35.990387,66.653407,100.828199,154.515938,33.688311,60.471748,67.967825,62.76792,58.31926,120.283081,126.778427,102.173832
2003-09-23,74.877829,113.832818,495.737031,12.437775,,,,67.956754,82.126748,48.586132,97.401369,56.431109,,,,,25.83555,34.484069,66.399293,101.061035,154.817302,33.660046,59.828786,66.51989,60.926444,56.172064,120.626318,127.05153,102.139418
2003-09-24,74.590119,114.28519,499.41261,14.127809,,,,67.149737,82.206023,48.124457,97.050645,57.535917,,,,,25.818192,34.434932,66.474174,101.685547,155.253631,33.156043,58.724185,65.823137,61.179312,59.025072,121.627835,127.477037,101.895714
2003-09-25,76.108241,114.230279,500.780919,14.471131,,,,68.330965,83.842044,50.72871,99.272289,57.572126,,,,,26.392972,34.133287,66.585745,101.845219,154.302245,33.45542,59.032348,64.883863,60.501649,58.566118,121.812958,126.084471,101.849146
2003-09-26,73.4267,114.878631,508.24292,14.151314,,,,65.910041,81.182134,45.980354,95.979108,56.329334,,,,,24.781983,33.959116,66.99887,102.390363,155.222925,34.287782,58.958311,64.72252,60.146753,58.556208,122.513948,126.641951,102.447947
2003-09-29,81.144938,114.425367,502.335895,14.356726,,,,73.632053,88.715029,55.564515,103.824235,64.375103,,,,,33.446677,35.304063,66.644614,102.074329,154.703854,33.576584,60.386865,67.123618,61.276169,58.874334,122.304262,125.953196,101.759619
2003-09-30,68.564182,113.26931,516.950598,14.089773,66.502295,54.943722,102.998578,60.192731,77.151556,38.580956,91.121601,49.313977,18.663242,3.139781,13.205483,30.910333,20.465912,36.503708,66.156101,100.422427,154.397265,34.308183,61.705129,68.741915,62.286036,57.35437,121.001284,124.466554,100.844996
2003-10-01,76.800468,110.931207,508.317296,15.187721,,,,43.635698,95.445653,48.974386,82.124719,121.062749,,,,,29.747719,34.202462,57.151486,77.380921,158.415378,35.596987,58.109186,61.651615,62.889716,54.21373,127.98651,119.460678,81.283103
2003-10-02,79.213844,110.759509,499.863646,15.18739,,,,47.473413,97.228266,50.380683,84.765013,123.364834,,,,,33.023036,34.794188,57.130484,77.165444,156.979959,35.851569,58.538847,62.36526,63.061381,53.852151,127.759402,119.110632,81.264648
2003-10-03,88.106387,110.746573,482.662199,15.015347,,,,57.578792,105.546035,58.946142,93.565988,132.866439,,,,,41.962351,33.699049,58.241662,77.060603,156.208795,36.160798,56.892751,60.612154,61.856389,53.461644,127.662513,118.691932,81.533745
2003-10-06,71.232741,111.542363,487.879123,15.306812,,,,38.343237,90.14468,38.932266,76.036651,114.197522,,,,,25.424333,34.892949,58.19146,77.891555,158.29572,36.775006,58.753379,62.344407,63.372882,53.847148,128.386957,119.468542,82.437108
2003-10-07,78.709809,111.151375,476.61405,15.096679,,,,47.151865,96.748896,48.745945,84.154502,121.312687,,,,,32.573185,33.216933,57.80479,77.268494,157.488122,36.337303,56.817163,59.858939,61.465351,53.170457,128.322775,119.22645,81.551437
2003-10-08,73.506312,111.027933,475.738529,14.861871,,,,41.456196,91.94336,41.342888,77.418076,118.620073,,,,,27.225932,31.706285,57.875109,77.57347,156.957762,35.928671,55.366312,57.875751,59.873477,52.667336,128.16597,118.257702,81.707797
2003-10-09,80.271105,110.231017,468.561117,15.195421,,,,49.230244,98.016641,50.282228,85.400358,123.643232,,,,,34.088733,31.781266,57.415359,77.454953,155.338961,35.809715,55.189764,58.231242,59.468214,52.306575,126.762962,118.147207,81.687344
2003-10-10,73.787364,110.093392,470.381545,15.167578,,,,41.891877,92.160424,41.528103,77.495631,118.256546,,,,,27.14116,32.495825,59.617226,77.699107,155.212041,36.262682,57.457476,58.798543,58.858661,52.297376,126.541393,118.027331,81.663492
2003-10-14,80.60818,108.634679,458.861425,14.49276,,,,49.537576,98.346099,51.191077,86.066202,122.395237,,,,,35.172771,32.587743,57.080203,76.85753,152.680338,36.015949,57.032061,58.098064,58.505648,51.990321,124.732487,117.619215,80.505882
2003-10-15,79.355745,105.889566,453.095078,14.256549,,,,47.888169,97.312414,49.932107,84.442294,120.991367,,,,,34.335302,31.515953,55.980929,75.430167,148.356972,35.833004,55.014426,55.674495,56.366287,51.272137,121.82707,112.892152,78.519995
2003-10-16,78.910577,103.476405,433.023999,14.160302,,,,47.219495,97.078215,48.482343,83.311816,121.10113,,,,,32.661532,30.432151,55.400995,73.777563,145.055208,34.630524,52.596612,53.981618,55.634125,50.658597,119.539262,111.305673,75.683037
2003-10-17,67.776817,103.415072,439.441214,14.431988,,,,34.027852,87.26844,34.116933,70.545947,110.202884,,,,,21.268346,31.780272,55.368691,73.827639,145.462702,35.351121,54.980157,55.611802,56.08859,50.595992,119.277958,111.459255,75.85896
2003-10-20,72.310511,103.123785,438.577966,14.274024,,,,39.308354,91.296193,40.04262,75.472677,114.238403,,,,,25.036006,31.756993,55.132128,73.195406,145.850048,35.516431,55.226427,55.554557,55.734674,50.235696,119.567593,111.454017,74.581416
2003-10-21,74.019469,104.6279,437.546567,14.306064,,,,40.518233,93.227312,42.185847,77.366316,117.859336,,,,,26.54719,31.496602,55.776284,73.182728,148.646005,36.106026,55.089852,55.438378,55.672232,50.574643,122.304103,110.755507,74.730441
2003-10-22,70.717118,107.091981,450.967763,14.505742,,,,34.569388,91.40126,36.565437,73.084057,119.239598,,,,,21.343322,32.587213,56.032092,73.866707,153.340328,37.139645,56.69435,57.399094,57.231818,51.643664,126.525456,109.855506,75.309357
2003-10-23,81.060271,107.647177,451.889343,14.584226,,,,46.281577,100.866251,49.109866,84.279513,129.171843,,,,,31.868726,31.970817,56.448788,74.383785,153.842924,37.10816,55.138479,56.448994,57.239743,51.877521,127.055127,110.288846,75.961518
2003-10-24,70.88321,107.384085,460.92255,14.457735,,,,34.362822,91.867043,35.644175,73.719496,119.252728,,,,,20.170164,32.204171,56.5228,74.370625,153.375038,36.648196,55.820753,56.951869,57.462454,51.624931,126.797879,109.055294,75.909784
2003-10-27,81.119091,107.347994,453.354516,14.550631,,,,45.802072,101.310311,47.931147,85.160249,128.606038,,,,,30.662537,32.166959,56.481986,74.255371,153.13927,36.879522,55.416533,56.63677,57.586365,51.607686,126.980557,109.137723,75.517941
2003-10-28,76.211557,107.568419,460.516019,14.428022,,,,39.004373,97.49935,41.58226,80.344812,124.299201,,,,,26.434047,31.690073,56.388327,74.60975,153.664008,34.776239,55.779321,56.779688,58.076095,51.619012,127.244955,109.881903,75.52613
2003-10-29,81.823429,107.254,449.725927,14.302804,,,,45.340764,102.666781,48.106101,86.17669,130.221865,,,,,31.210311,31.858479,56.62316,74.725092,152.216049,37.136565,55.519438,55.680018,57.041283,51.058438,126.370116,109.811842,76.045894
2003-10-30,81.339566,105.675752,440.981465,14.278739,,,,44.198814,102.500091,48.314896,85.479888,132.257732,,,,,31.000871,30.965748,56.089038,73.478167,150.140449,36.7595,54.182149,54.274723,55.683988,50.184202,124.392411,108.470194,75.038301
2003-10-31,72.049094,103.278604,448.631786,14.518075,69.585537,58.090166,111.234242,34.010116,93.822299,37.117221,75.90231,122.646443,20.838989,7.073275,15.626594,31.705357,22.004863,30.896071,54.572719,72.388781,146.39358,36.024296,53.543564,53.849814,55.157807,49.365662,121.117921,103.804449,74.61104
2003-11-03,88.526597,103.143566,433.014432,14.632112,,,,44.889452,113.069618,63.160884,92.827251,147.108373,,,,,34.242624,30.099064,56.158045,72.907065,146.002143,33.955769,53.320128,54.353183,53.966402,48.320156,121.077813,103.336621,74.595983
2003-11-04,79.089091,104.128513,436.362787,14.677849,,,,35.972342,103.578386,52.07185,81.771665,137.595988,,,,,24.2636,30.403779,55.202025,73.075892,146.660888,33.879952,53.637727,54.830341,54.113219,48.991725,122.201083,103.764632,75.504031
2003-11-05,88.040095,105.06039,430.302454,14.433138,,,,43.272243,113.498992,59.741066,89.626328,154.520599,,,,,31.402943,29.884775,55.66301,73.480047,148.112022,33.965278,53.040426,54.562865,53.518214,49.43565,124.098091,104.027665,75.13537
2003-11-06,90.037336,104.53143,423.981123,14.400823,,,,46.140498,114.966586,62.461287,92.250406,155.19878,,,,,33.542218,29.211611,55.08897,72.69393,147.360084,33.257746,52.008204,53.495183,52.971468,49.309092,123.557566,103.552441,74.629531
2003-11-07,90.234946,104.283308,421.139739,14.490202,,,,46.039138,115.507268,61.074343,91.515904,157.629543,,,,,32.132084,28.533804,55.112749,72.821609,147.147712,33.698507,51.17738,52.85972,51.474661,49.214578,123.31276,103.374521,74.357977
2003-11-10,83.82918,103.788354,419.663963,14.45561,,,,38.566335,109.523298,55.975582,85.841026,148.650659,,,,,26.824365,28.838498,55.27454,72.500605,146.036903,33.414006,51.537974,52.856673,51.891354,49.101256,122.767861,103.078423,73.889998
2003-11-12,78.640278,101.563618,425.583659,14.388087,,,,36.368755,102.301455,55.15236,84.932771,130.882572,,,,,25.982634,28.722998,55.031691,72.040685,142.03235,32.728125,51.009848,52.149143,51.645034,48.411475,119.573238,103.178674,72.535578
2003-11-13,71.449429,102.276304,437.731372,14.307324,,,,29.185861,95.215857,46.971423,76.604181,122.84904,,,,,18.407225,28.644259,55.220454,72.541569,143.441266,32.575924,51.141456,52.703866,52.097595,48.283011,119.918868,104.798598,73.546042
2003-11-14,76.989414,100.959879,446.068678,14.439904,,,,34.098793,101.14818,51.757313,81.820647,130.018433,,,,,22.705856,28.7297,54.553865,71.943124,141.68375,32.61377,51.188072,52.165044,51.938499,47.915229,117.233042,103.841733,74.259391
2003-11-17,80.636047,101.218606,444.578671,14.410593,,,,38.253426,104.386683,56.608325,86.280909,132.49271,,,,,26.971271,28.98496,54.684615,72.24107,142.879661,32.627372,51.586161,52.910563,52.595873,47.969002,117.57705,104.278685,74.331212
2003-11-18,80.250545,100.708833,442.148787,14.304981,,,,38.571042,103.866748,54.253118,84.765813,133.39022,,,,,25.56527,29.48161,55.045712,71.9346,141.481718,32.484051,51.447405,53.272525,53.168128,48.377852,117.077855,104.338113,73.64991
2003-11-19,82.801336,100.8605,434.467445,14.292828,,,,40.925825,106.270615,58.990376,89.076939,132.04863,,,,,29.943565,30.357833,55.250551,72.429499,141.184689,32.721697,51.885233,54.632953,54.060656,48.81814,117.066083,103.834125,74.246988
2003-11-20,74.367794,102.127192,441.31594,14.420671,,,,32.39549,97.899955,50.361942,80.632545,123.009104,,,,,21.913491,30.466287,56.938857,72.518664,143.758175,32.607708,52.493223,54.819852,55.098906,49.247173,118.721659,104.379496,75.070886
2003-11-21,73.317473,101.437013,439.114196,14.573864,,,,31.063246,96.775313,51.124468,81.268431,118.609602,,,,,21.456448,30.603176,54.984494,71.95194,142.972521,32.505823,51.52639,54.82879,55.216688,49.689579,118.056498,102.818669,74.550878
2003-11-24,84.962356,100.931427,430.09881,14.305519,,,,43.552192,108.051824,62.211884,92.072392,134.817156,,,,,32.290887,30.151347,54.726568,71.737176,142.033133,32.374746,51.36387,53.969997,54.205136,49.455148,117.396956,102.607167,74.229522
2003-11-25,78.031108,100.832515,433.306134,14.045234,,,,36.11742,101.487886,54.250084,84.612645,127.484409,,,,,25.637836,28.823252,54.263274,71.692875,142.140913,31.467495,49.606673,52.024281,53.548995,49.312152,117.200173,102.593756,74.255035
2003-11-26,80.155512,99.552551,425.771772,13.981108,,,,38.961811,102.912282,59.152141,87.852864,126.207284,,,,,30.084093,29.496846,53.959936,71.168952,139.884191,31.460183,49.798939,52.981342,53.545142,49.085754,115.800599,100.9632,73.251158
2003-11-28,79.693865,97.762203,416.878787,14.229151,74.998646,64.75094,117.449916,39.676305,101.697586,59.903132,87.207591,124.089218,29.293571,13.11322,26.979796,39.407491,30.553573,28.597373,53.50409,69.966321,137.014265,30.936631,48.432252,51.467225,51.893725,48.381732,114.348764,96.075818,71.73536
2003-12-01,77.708959,96.417391,408.256215,14.128841,,,,37.937414,99.572995,57.986873,85.226021,121.088784,,,,,28.651959,28.147736,52.663287,69.475439,134.213919,30.450397,47.411809,52.476526,49.735891,47.115635,112.82051,95.720627,70.741653
2003-12-02,72.00824,96.007426,406.167585,14.183588,,,,32.005205,94.077243,51.452154,78.689015,116.40367,,,,,22.928423,28.781382,52.471142,69.713479,134.405142,31.320785,48.276564,53.286093,49.984505,46.999627,111.808202,95.616682,71.158032
2003-12-03,74.852232,95.27059,395.833459,14.152631,,,,36.567196,95.63786,58.291113,84.584204,109.342852,,,,,28.309918,27.03152,52.266506,69.540976,132.905121,30.805197,46.621257,50.629308,48.066865,46.077268,110.617508,95.234363,71.045206
2003-12-04,75.0055,95.470433,396.013921,13.83008,,,,36.59974,95.974809,57.332429,83.715829,112.697618,,,,,28.002265,26.2057,52.45036,69.848689,133.167884,30.60435,46.09033,49.655778,47.371857,45.660578,110.694268,95.688743,71.367526
2003-12-05,66.455945,96.816591,409.127001,13.373973,,,,27.814938,87.57662,48.039771,73.709081,104.710992,,,,,19.668262,24.900229,52.629317,70.831036,135.856228,31.28636,45.842442,47.929874,46.289895,45.154175,111.964778,96.613813,72.912516
2003-12-08,71.188723,97.487098,400.210849,13.575211,,,,32.764424,91.878141,55.488512,80.739754,106.438592,,,,,25.926614,26.698976,52.977033,71.732741,135.29063,30.789937,47.327777,50.823689,48.610996,45.940124,112.874884,97.448145,73.18976
2003-12-09,76.628956,96.629345,391.074532,13.45321,,,,38.787948,97.124461,60.146448,85.041813,114.349017,,,,,30.213183,25.861974,52.405457,71.259286,133.766671,29.984056,45.875386,49.842559,47.743808,45.646587,111.821393,96.955317,72.556737
2003-12-10,67.905224,97.321516,394.8719,14.455637,,,,30.369627,88.315479,50.893232,75.850831,103.190774,,,,,22.305337,26.505542,52.461693,71.837785,134.625478,30.652143,46.69761,50.430125,48.340526,46.193159,112.327569,97.531698,73.569021
2003-12-11,67.66342,98.820067,406.3082,14.257664,,,,29.863751,88.286879,50.178789,76.185268,101.757886,,,,,21.237681,26.866194,53.197354,72.896581,136.936982,30.469194,47.436236,51.077301,49.683107,46.907751,114.265368,98.723529,74.460972
2003-12-12,66.262961,98.293708,404.251163,13.74658,,,,30.21804,85.668546,51.499428,73.68892,100.018893,,,,,22.776911,25.066215,52.285391,72.561813,136.199025,29.981321,44.886341,48.575177,48.005538,46.493099,113.457893,98.443461,74.297436
2003-12-15,67.004365,97.376894,401.128752,14.662022,,,,31.849469,85.930084,52.678144,74.246129,100.749084,,,,,23.914724,26.109587,55.911559,71.746379,134.983665,29.717158,46.23158,49.891287,48.693589,46.696869,112.840831,97.665682,72.886732
2003-12-16,66.488481,97.808814,406.06406,14.831141,,,,31.828281,85.295187,51.045943,72.796827,101.888745,,,,,22.274554,24.764034,52.971857,71.960047,136.257778,29.381924,44.771212,47.747701,48.036517,46.45833,113.413762,98.103984,73.093456
2003-12-17,64.630304,97.476394,402.513338,14.831616,,,,29.956491,83.397333,49.555506,71.292998,98.517869,,,,,20.967789,24.309481,52.880409,71.602141,135.961902,29.411068,44.70842,46.919767,47.221042,46.145974,113.028115,97.845511,72.802181
2003-12-18,64.40403,96.739233,403.187352,14.902447,,,,30.122489,82.9845,49.173108,71.063535,98.212858,,,,,21.00048,24.759704,52.983442,71.431966,134.084804,29.383553,44.637995,47.330346,47.480638,46.216996,111.841678,97.726693,72.573011
2003-12-19,69.327974,96.420352,402.622473,14.77028,,,,35.797368,87.371886,55.646048,76.570829,102.317943,,,,,26.4668,25.316093,52.958599,71.233103,133.611462,29.539011,45.261995,48.317682,47.679759,46.079264,111.306228,97.818252,72.481609
2003-12-22,66.601786,96.451921,398.320782,14.994901,,,,33.028019,84.672726,52.773669,73.651255,99.396475,,,,,24.170022,26.199229,53.07287,71.35301,133.404634,29.618329,45.553079,49.272795,49.072718,46.331115,111.267693,98.008351,72.587665
2003-12-23,69.918229,95.251299,386.422271,14.367179,,,,36.565219,87.862871,56.245715,77.167436,102.766464,,,,,27.299643,27.096484,52.894346,70.634967,131.266087,29.265315,45.682918,50.511253,49.656707,46.573558,109.672659,97.362634,71.871627
2003-12-24,61.936804,95.802173,394.916822,14.341948,,,,29.31791,79.658316,47.025706,67.799162,93.803604,,,,,19.280313,27.481666,53.17178,71.030239,132.315509,29.248703,46.601772,51.037287,50.100088,47.08446,110.345408,97.606527,72.301057
2003-12-26,66.142013,96.032625,399.150859,,,,,30.911207,84.958936,53.167852,73.871908,98.185538,,,,,24.003015,27.798112,52.492325,71.092591,132.741585,29.560478,46.761714,51.102871,50.5346,47.470764,110.517613,98.131502,72.534539
2003-12-29,67.051146,95.847348,391.771092,14.318513,,,,33.767514,84.87369,54.122722,74.96614,98.238434,,,,,24.712175,26.630951,51.93392,70.973429,132.19101,29.388887,45.958151,49.523422,49.006618,46.651656,110.1619,98.524911,72.481763
2003-12-30,67.364027,95.007935,387.756756,14.944994,,,,35.260031,84.509296,54.811365,75.400424,96.459992,,,,,25.623832,25.677843,51.995235,70.5143,130.970215,29.154077,45.419224,48.15093,47.864098,45.420405,108.670961,99.038223,72.314845
2003-12-31,66.942184,95.112762,392.80869,13.28082,59.27079,55.98521,102.086124,34.614391,84.193117,54.455405,74.650002,96.252792,24.533076,10.526258,20.383416,34.569723,25.483093,24.314661,51.774687,70.645848,130.874877,29.109381,44.510955,45.964872,46.3046,44.904469,108.901303,99.653526,72.109505
2004-01-02,72.793447,93.932615,380.452564,12.861004,,,,44.068826,89.933117,63.244862,81.591521,97.715979,,,,,33.345372,24.368662,51.597917,69.997617,128.078718,29.601974,43.689662,44.512537,47.356422,44.236472,107.90748,94.653128,71.671572
2004-01-05,64.177687,93.06104,371.135447,12.730518,,,,35.553384,81.368775,53.75726,71.463559,89.476135,,,,,24.228788,23.643273,54.527026,70.190475,125.833219,28.865135,43.055087,43.543971,46.744639,43.697913,106.14281,94.98234,71.87818
2004-01-06,60.005376,93.109745,372.779254,12.841357,,,,30.920775,77.7987,46.554476,65.359249,89.721307,,,,,18.285175,23.800951,51.901591,70.185512,126.281151,28.559404,43.191104,43.896921,47.007798,43.814264,106.118364,95.414869,71.925588
2004-01-07,64.533334,93.296653,366.019232,11.841822,,,,35.456291,82.258572,51.592059,70.602596,94.340994,,,,,23.095924,24.002337,51.657516,69.954609,126.905888,28.374472,43.094973,44.65798,47.290631,44.062196,106.491818,95.52016,71.839577
2004-01-08,66.991459,92.720962,360.030391,11.866719,,,,38.173929,84.411382,55.428806,73.941873,95.333427,,,,,26.12426,24.14222,51.773418,69.803566,125.527368,28.32216,43.017163,44.802573,47.245901,43.815282,105.488796,94.876782,71.941754
2004-01-09,54.748809,93.682142,374.012806,11.162047,,,,25.742442,72.501128,41.206989,60.774521,81.46958,,,,,12.989712,24.613674,51.50192,70.332146,127.44201,28.449077,43.913073,45.769263,47.905044,44.38038,106.793392,96.08458,72.279965
2004-01-12,64.178197,94.509693,372.4294,12.04154,,,,35.377363,81.565856,52.762946,71.495242,90.47153,,,,,23.152178,26.282844,51.445479,70.684762,128.526598,28.604746,45.112716,48.796962,49.979595,45.084877,108.106425,96.224988,72.532823
2004-01-13,62.186854,95.287393,377.223399,11.9942,,,,34.004215,79.320511,49.802959,68.031741,90.813014,,,,,20.759476,26.902303,51.395626,71.215248,129.808929,28.926615,45.88131,49.559299,50.737204,45.779255,108.992276,97.026257,73.154966
2004-01-14,61.852783,94.363945,376.060049,12.04064,,,,34.454156,78.484901,49.889779,67.476611,89.208024,,,,,20.735016,26.800977,51.141935,70.437923,128.887131,28.592029,45.392523,49.4352,50.401835,45.641176,107.972805,96.497488,72.24661
2004-01-15,61.836117,92.195634,374.936082,12.155338,,,,35.006235,77.915961,51.904252,69.059104,83.302351,,,,,23.237474,25.1504,50.615248,68.802675,126.11496,27.840308,43.57845,46.783426,48.26103,44.26377,106.222866,92.802547,69.801255
2004-01-16,64.525331,91.928945,367.408152,12.231109,,,,38.421481,80.31404,53.551735,72.393868,84.004039,,,,,26.328594,25.505485,50.260103,68.642562,125.531868,27.98081,44.284356,47.016584,48.092251,44.255834,105.874588,92.707849,69.621008
2004-01-20,55.443449,91.857264,361.564347,12.057359,,,,28.635062,71.643324,44.817003,64.161931,70.699612,,,,,19.496593,25.551008,50.108142,68.790773,125.238235,27.665317,44.494799,47.11199,48.271277,44.091715,105.641143,92.938263,69.742392
2004-01-21,56.180454,92.079148,360.491642,12.164197,,,,28.75823,72.976205,43.363589,63.006044,77.942856,,,,,17.692858,25.30676,50.225256,68.923918,125.607949,27.914399,44.104346,46.674006,48.079961,44.237607,106.064292,93.287092,69.616702
2004-01-22,54.6445,91.810029,363.422801,12.146728,,,,27.232243,71.571377,40.578978,60.872059,76.441908,,,,,16.159018,25.359676,50.064933,68.665537,125.631041,27.514946,44.177949,46.906664,48.010287,44.560409,105.953197,93.123811,69.05394
2004-01-23,69.15961,91.471899,352.868297,12.271781,,,,43.538794,84.649076,58.360018,76.846476,89.692449,,,,,31.794016,25.310146,49.843408,68.420498,124.937962,27.353192,44.135127,46.503128,47.940389,44.423733,105.581716,92.632806,68.827767
2004-01-26,62.255893,91.835565,351.419036,12.473513,,,,36.861586,77.618732,51.512939,69.196251,81.759629,,,,,25.002559,26.118271,50.159807,68.693764,125.245715,27.311679,44.751921,47.78734,48.902291,45.038775,106.004463,92.82846,69.166361
